Windorah;-25.4332;142.6502;Australia;158
Vikhorevka;56.0931;101.2427;Russia;166
Karumba;-17.4833;140.8334;Australia;173
Androka;-25.0219;44.0749;Madagascar;174
Tsiigehtchic;67.4333;-133.7500;Canada;175
Hurdiyo;10.5820;51.1233;Somalia;176
Vilanculos;-21.9995;35.3166;Mozambique;177
Bicheno;-41.8784;148.2886;Australia;177
Lusanga;-5.5829;16.5167;Congo (Kinshasa);177
Oxford House;54.9504;-95.2666;Canada;184
Quipungo;-14.8295;14.5500;Angola;186
Southern Cross;-31.2161;119.3167;Australia;187
Camooweal;-19.9167;138.1167;Australia;187
Sayhut;15.2105;51.2454;Yemen;189
Three Springs;-29.5333;115.7500;Australia;190
Kalima;-2.5096;26.4300;Congo (Kinshasa);194
Charana;-17.5996;-69.4666;Bolivia;197
Port Hope Simpson;52.5333;-56.3000;Canada;197
Burketown;-17.7161;139.5666;Australia;200
Meander River;59.0333;-117.6830;Canada;200
Kangersuatsiaq;72.3796;-55.5491;Greenland;200
Mapai;-22.8427;31.9631;Mozambique;201
Thargomindah;-28.0000;143.8167;Australia;203
Zouar;20.4587;16.5278;Chad;204
Nuussuaq;74.1210;-57.0674;Greenland;204
Kingston South East;-36.8328;139.8501;Australia;206
I-n-Amenas;28.0503;9.5500;Algeria;216
Gingoog;8.8304;125.1300;Philippines;218
St. Anthony;51.3837;-55.6000;Canada;224
Leonara;-28.8815;121.3280;Australia;227
Abau;-10.0426;148.5650;Papua New Guinea;230
Kanyato;-4.4565;30.2614;Tanzania;232
Adelaide River;-13.2495;131.1000;Australia;237
Kenge;-4.8296;16.8999;Congo (Kinshasa);241
Nimule;3.6000;32.0500;South Sudan;242
Timbedra;16.2504;-8.1666;Mauritania;245
Theodore;-24.9495;150.0833;Australia;246
Resolute;74.6833;-94.9000;Canada;250
Villa O'Higgins;-48.4679;-72.5600;Chile;250
Tasiusaq;73.3690;-56.0598;Greenland;250
Morawa;-29.2163;116.0000;Australia;259
Port-Menier;49.8226;-64.3480;Canada;263
Ivanhoe;-32.8996;144.3000;Australia;265
Radisson;53.7836;-77.6166;Canada;270
Gubkin;51.2743;37.3843;Russia;272
Cat Lake;51.7170;-91.8000;Canada;277
Brochet;57.8832;-101.6666;Canada;278
Amderma;69.7630;61.6677;Russia;282
Birdsville;-25.8996;139.3666;Australia;283
Fort Simpson;61.8500;-121.3333;Canada;283
Kulusuk;65.5666;-37.1833;Greenland;286
Ikela;-1.1829;23.2666;Congo (Kinshasa);291
Yaupi;-2.8543;-77.9363;Ecuador;293
Paulatuk;69.3833;-123.9833;Canada;294
Richmond;-20.7163;143.1333;Australia;296
Enurmino;66.9500;-171.8166;Russia;297
Put Lenina;68.5166;107.8000;Russia;298
Cazombo;-11.8896;22.9000;Angola;298
Umm al Abid;27.5170;15.0333;Libya;300
Waitangi;-44.0263;-176.3696;New Zealand;300
Bugrino;68.8079;49.3042;Russia;300
Shoyna;67.8666;44.1334;Russia;300
Dease Lake;58.4503;-130.0333;Canada;303
Basse-terre;16.2304;-61.4400;Guadeloupe;307
Oban;-46.8876;168.1666;New Zealand;310
Manyoni;-5.7796;34.9000;Tanzania;310
Laverton;-28.6270;122.4040;Australia;316
Eastmain;52.2333;-78.5167;Canada;335
Lethem;3.3900;-59.8000;Guyana;352
Rio Verde;-52.6500;-71.4666;Chile;358
Akjoujt;19.7470;-14.3910;Mauritania;370
Moroto;2.5403;34.6400;Uganda;371
Chesterfield Inlet;63.3383;-90.7001;Canada;374
Toconao;-23.1829;-68.0166;Chile;378
Chonchi;-42.6100;-73.8099;Chile;381
Kimmirut;62.8500;-69.8833;Canada;385
Espungabera;-20.4501;32.7700;Mozambique;393
Trepassey;46.7370;-53.3633;Canada;398
Nizhneyansk;71.4333;136.0666;Russia;400
Korf;60.3321;165.8183;Russia;400
Comondante Luis Piedrabuena;-49.9745;-68.9035;Argentina;410
Sherlovaya Gora;50.5306;116.3006;Russia;411
Tsavo;-2.9828;38.4666;Kenya;414
Hughenden;-20.8500;144.2000;Australia;421
Mount Magnet;-28.0662;117.8167;Australia;424
Pukatawagan;55.7333;-101.3166;Canada;431
Wilcannia;-31.5662;143.3833;Australia;442
Hopedale;55.4500;-60.2167;Canada;442
Dhuusa Mareeb;5.7420;46.5080;Somalia;447
Xangongo;-16.7400;14.9700;Angola;447
Fada;17.1847;21.5902;Chad;448
Fort Resolution;61.1666;-113.6830;Canada;448
Forteau;51.4504;-56.9500;Canada;448
Woomera;-31.1496;136.8000;Australia;450
Kullorsuaq;74.5781;-57.2250;Greenland;450
Trout River;49.4837;-58.1166;Canada;452
Eidsvold;-25.3662;151.1333;Australia;459
Selibaby;15.1670;-12.1833;Mauritania;460
Ittoqqortoormiit;70.4834;-21.9667;Greenland;469
Schefferville;54.8000;-66.8167;Canada;471
Lynn Lake;56.8500;-101.0500;Canada;482
Tmassah;26.3666;15.8000;Libya;500
Puerto Pinasco;-22.6400;-57.7900;Paraguay;500
Chitado;-17.3196;13.9200;Angola;500
Telsen;-42.3996;-66.9500;Argentina;500
Holman;70.7334;-117.7500;Canada;500
Yakossi;5.6170;23.3167;Central African Republic;500
Cartwright;53.7014;-57.0121;Canada;505
Tournavista;-8.9322;-74.7052;Peru;511
Caluula;11.9670;50.7500;Somalia;513
Fort Smith;60.0000;-111.8833;Canada;518
Doline;65.1833;-123.4167;Canada;525
Punta Prieta;28.9337;-114.1666;Mexico;527
Andamooka;-30.4310;137.1656;Australia;528
Calucinga;-11.3196;16.2000;Angola;531
Cowell;-33.6829;136.9166;Australia;537
Sandspit;53.2404;-131.8333;Canada;538
Mereeg;3.7666;47.3000;Somalia;548
Kangirsuk;60.0248;-69.9991;Canada;549
Lata;-10.7380;165.8567;Solomon Islands;553
Llica;-19.8496;-68.2500;Bolivia;553
Chiramba;-16.8921;34.6559;Mozambique;556
Gastre;-42.2830;-69.2333;Argentina;557
Quilpie;-26.6166;144.2500;Australia;560
Ubomba;-27.5661;32.0833;South Africa;564
Mikhalkino;69.4244;161.4811;Russia;570
Onslow;-21.6576;115.0963;Australia;573
Sabaya;-19.0163;-68.3833;Bolivia;573
Tinogasta;-28.0666;-67.5666;Argentina;587
Mingan;50.3018;-64.0173;Canada;588
Fort Good Hope;66.2666;-128.6333;Canada;597
Ype Jhu;-23.9100;-55.4600;Paraguay;600
Tunduru;-11.0896;37.3700;Tanzania;600
Boulia;-22.8996;139.9000;Australia;600
Panda;-24.0629;34.7303;Mozambique;602
Dibaya;-6.5095;22.8700;Congo (Kinshasa);603
Arctic Bay;73.0333;-85.1666;Canada;604
Qaanaaq;77.4835;-69.3322;Greenland;616
Calatrava;1.1164;9.4186;Equatorial Guinea;628
Kimba;-33.1496;136.4334;Australia;636
Massangena;-21.5373;32.9564;Mozambique;650
Meekatharra;-26.6000;118.4833;Australia;654
Hall Beach;68.7675;-81.2361;Canada;654
Pine Creek;-13.8162;131.8167;Australia;665
Djanet;24.5529;9.4823;Algeria;666
Linxi;43.5171;118.0333;China;679
Buchans;48.8170;-56.8666;Canada;685
Pannawonica;-21.6366;116.3250;Australia;686
Zhaltyr;51.6324;69.8328;Kazakhstan;694
Serebryansk;49.6999;83.4249;Kazakhstan;701
Rodeo;-30.2156;-69.1400;Argentina;701
Satadougou;12.6170;-11.4066;Mali;706
Natashquan;50.1913;-61.8107;Canada;722
Comallo;-41.0333;-70.2666;Argentina;741
Yerema;60.3808;107.7794;Russia;745
Mohembo;-18.2996;21.8000;Botswana;757
Taloyoak;69.5333;-93.5333;Canada;774
Uelen;66.1541;-169.8106;Russia;776
Calulo;-9.9996;14.9000;Angola;795
Bavaro;18.7170;-68.4500;Dominican Republic;795
Wyndham;-15.3740;128.3601;Australia;800
Watson Lake;60.1166;-128.8000;Canada;802
La Scie;49.9670;-55.5830;Canada;817
Georgetown;-18.3000;143.5333;Australia;818
Coral Harbour;64.1538;-83.1766;Canada;834
Baddeck;46.1000;-60.7540;Canada;852
Luanza;-8.6996;28.7000;Congo (Kinshasa);861
Shamattawa;55.8504;-92.0833;Canada;870
Hoskins;-5.4746;150.4100;Papua New Guinea;871
Berens River;52.3666;-97.0333;Canada;892
Tuktoyaktuk;69.4548;-133.0492;Canada;929
Yulara;-25.2405;130.9889;Australia;930
Dirj;30.1679;10.4567;Libya;931
Tarapoto;-6.5100;-76.4800;Peru;936
Cuevo;-20.4500;-63.5300;Bolivia;953
Principe da Beira;-12.4167;-64.4166;Brazil;956
General Eugenio Alejandrino Garay;-20.5200;-62.2100;Paraguay;972
Cacolo;-10.1496;19.2600;Angola;984
Yelimane;15.1337;-10.5666;Mali;988
Altata;24.6360;-107.9162;Mexico;1000
San Juan de Nicaragua;10.9204;-83.7000;Nicaragua;1000
Repulse Bay;66.5295;-86.2829;Canada;1000
Churchill;58.7660;-94.1660;Canada;1000
Norseman;-32.2000;121.7666;Australia;1004
Sica Sica;-17.3300;-67.7300;Bolivia;1006
Besalampy;-16.7495;44.4833;Madagascar;1022
Norman Wells;65.2837;-126.8500;Canada;1027
Soroti;1.7104;33.6000;Uganda;1038
Fulin;29.3500;102.7167;China;1049
Omolon;65.2500;160.5000;Russia;1050
Hagta;13.4745;144.7504;Guam;1051
Streaky Bay;-32.8119;134.2149;Australia;1060
Argentia;47.3004;-53.9900;Canada;1063
Barcaldine;-23.5662;145.2834;Australia;1068
Fort McPherson;67.4915;-134.8950;Canada;1069
Exmouth;-21.9311;114.1233;Australia;1085
Klyuchi;56.3000;160.8500;Russia;1089
Susques;-23.4167;-66.4833;Argentina;1093
Ravensthorpe;-33.5829;120.0333;Australia;1101
Gjoa Haven;68.6333;-95.9167;Canada;1109
Dikson;73.5070;80.5451;Russia;1113
Mirbat;16.9924;54.6918;Oman;1120
Puerto Acosta;-15.4996;-69.1667;Bolivia;1123
Upernavik;72.7094;-56.1417;Greenland;1129
Kaabong;3.5204;34.1200;Uganda;1137
Los Blancos;-23.5996;-62.6000;Argentina;1145
Nain;56.5474;-61.6860;Canada;1151
Santo Antonio;1.6450;7.4120;Sao Tome And Principe;1156
Winton;-22.3996;143.0333;Australia;1157
Oatlands;-42.2996;147.3666;Australia;1157
Buluko;-0.7570;28.5280;Congo (Kinshasa);1192
Capitan Pablo Lagerenza;-19.9161;-60.7833;Paraguay;1200
San Rafael;-16.7795;-60.6800;Bolivia;1201
Cloncurry;-20.7000;140.5000;Australia;1202
Nipigon;49.0170;-88.2500;Canada;1204
Celeken;39.4362;53.1226;Turkmenistan;1206
Halls Creek;-18.2667;127.7667;Australia;1209
Quissico;-24.7257;34.7660;Mozambique;1210
Port Denison;-29.2828;114.9166;Australia;1213
Las Lajas;-38.5163;-70.3666;Argentina;1218
Lavrentiya;65.5833;-171.0250;Russia;1242
Lake Louise;51.4337;-116.1833;Canada;1248
Nacunday;-26.0200;-54.7699;Paraguay;1250
Villa Rumipal;-32.1833;-64.4833;Argentina;1269
Kuujjuaq;58.1000;-68.4000;Canada;1273
Gillam;56.3500;-94.7000;Canada;1281
Ayan;56.4542;138.1673;Russia;1286
Geraldton;49.7166;-86.9666;Canada;1290
Uummannaq;70.6750;-52.1229;Greenland;1299
Kugluktuk;67.7987;-115.1254;Canada;1302
Chumikan;54.7114;135.3145;Russia;1305
Tarutung;2.0171;98.9667;Indonesia;1305
Cangamba;-13.6996;19.8600;Angola;1307
Fulacunda;11.7730;-15.1950;Guinea-Bissau;1311
Lubutu;-0.7329;26.5833;Congo (Kinshasa);1313
Dawson City;64.0666;-139.4167;Canada;1319
Pangnirtung;66.1333;-65.7500;Canada;1320
Cape Dorset;64.3125;-76.5386;Canada;1326
Nyimba;-14.5495;30.8100;Zambia;1336
Qardho;9.5004;49.1660;Somalia;1341
Qasigiannguit;68.8193;-51.1785;Greenland;1341
Jaque;7.5190;-78.1660;Panama;1357
Cobalt;47.3837;-79.6833;Canada;1372
Verkhoyansk;67.5447;133.3850;Russia;1388
Ouyen;-35.0662;142.3167;Australia;1400
Bella Bella;52.1484;-128.1173;Canada;1400
Tsau;-20.1596;22.4600;Botswana;1409
Chibia;-15.1896;13.6900;Angola;1411
Machinga;-14.9667;35.5167;Malawi;1418
Ayoun el Atrous;16.6666;-9.6167;Mauritania;1423
Gingin;-31.3496;115.9000;Australia;1446
Thessalon;46.2500;-83.5500;Canada;1464
Lokhwabe;-24.1696;21.8300;Botswana;1473
Cambridge Bay;69.1170;-105.0333;Canada;1477
Cap-Chat;49.1000;-66.6833;Canada;1484
Bu'aale;1.0833;42.5833;Somalia;1490
Alexander Bay;-28.6083;16.5033;South Africa;1500
Tajarhi;24.3704;14.4708;Libya;1500
San Vicente del Caguan;2.0704;-74.6400;Colombia;1500
Meningie;-35.6995;139.3333;Australia;1501
Chibemba;-15.7496;14.0800;Angola;1502
Penola;-37.3830;140.8167;Australia;1514
Eldikan;60.8000;135.1833;Russia;1516
Ust Kuyga;70.0171;135.6000;Russia;1517
Sierra Colorado;-40.5829;-67.8000;Argentina;1522
Kipili;-7.4329;30.6000;Tanzania;1533
Manja;-21.4329;44.3333;Madagascar;1536
Geita;-2.8662;32.1666;Tanzania;1536
Iracoubo;5.4804;-53.2200;French Guiana;1536
Kalbarri;-27.6662;114.1667;Australia;1537
Alto Rio Sanguer;-45.0333;-70.8333;Argentina;1548
Pond Inlet;72.6850;-78.0001;Canada;1549
Chiradzulu;-15.7000;35.1833;Malawi;1580
Baker Lake;64.3170;-96.0167;Canada;1584
Ceduna;-32.0991;133.6623;Australia;1586
Little Current;45.9670;-81.9333;Canada;1595
Inukjuak;58.4700;-78.1360;Canada;1597
Wagin;-33.2996;117.3500;Australia;1598
Trancas;-26.2167;-65.2833;Argentina;1599
Mato Grosso;-15.0000;-59.9500;Brazil;1612
Igloolik;69.2565;-81.7936;Canada;1612
Hudur;4.1833;43.8667;Somalia;1639
Tofino;49.1521;-125.9031;Canada;1655
Labutta;16.1619;94.7014;Burma;1667
Omboue;-1.5662;9.2500;Gabon;1667
Totness;5.8904;-56.3200;Suriname;1685
Peterborough;-32.9662;138.8333;Australia;1689
Hofn;64.2723;-15.2139;Iceland;1695
El Qasr;25.7004;28.8833;Egypt;1716
Moosonee;51.2806;-80.6580;Canada;1725
Nasir;8.6004;33.0666;South Sudan;1741
Al Jaghbub;29.7504;24.5166;Libya;1744
Nokaneng;-19.6696;22.2700;Botswana;1763
Red Lake;51.0337;-93.8333;Canada;1765
Puerto Villarroel;-16.8700;-64.7800;Bolivia;1778
Mount Barker;-34.6328;117.6666;Australia;1781
Borgarnes;64.5695;-21.8623;Iceland;1783
Novy Port;67.6983;72.9283;Russia;1790
Tumby Bay;-34.3829;136.0833;Australia;1791
Al Bayda;32.7604;21.6200;Libya;1794
Attawapiskat;52.9166;-82.4333;Canada;1802
Yamba;-29.4230;153.3533;Australia;1806
Sixaola;9.5204;-82.6200;Costa Rica;1823
Paso Rio Mayo;-45.6834;-70.2666;Argentina;1825
Tasiilaq;65.6019;-37.6337;Greenland;1829
La Palma;8.3982;-78.1402;Panama;1845
Te Anau;-45.4074;167.7585;New Zealand;1857
Beringovskiy;63.0655;179.3067;Russia;1861
Paamiut;62.0041;-49.6351;Greenland;1862
Arviat;61.1086;-94.0586;Canada;1868
Coro Coro;-17.1696;-68.4500;Bolivia;1884
Taedong;40.6171;125.4501;Korea, North;1884
Charleville;-26.4000;146.2500;Australia;1900
Saskylakh;71.9166;114.0833;Russia;1920
Abuna;-9.6954;-65.3597;Brazil;1929
Lehututu;-23.9696;21.8700;Botswana;1942
Amapa;2.0500;-50.8000;Brazil;1947
Katwe;-0.1296;29.9200;Uganda;1957
Marka;1.7766;44.8533;Somalia;1958
Leikanger;61.1833;6.8500;Norway;1965
Matagami;49.7504;-77.6333;Canada;1966
Dover;40.0033;-76.8484;United States;1991
Dawwah;20.6330;58.9080;Oman;2000
Konza;-1.7496;37.1200;Kenya;2004
Evensk;61.9500;159.2333;Russia;2024
Mejillones;-23.1000;-70.4500;Chile;2041
Onverwacht;5.6000;-55.2000;Suriname;2105
Pozo Colorado;-23.4300;-58.8600;Paraguay;2135
Plumtree;-20.4795;27.8200;Zimbabwe;2148
Hudson Bay;52.8504;-102.3833;Canada;2157
Kaikoura;-42.4012;173.6897;New Zealand;2172
Wawa;48.0004;-84.7833;Canada;2174
Wiarton;44.7337;-81.1333;Canada;2182
Sorata;-15.7900;-68.6601;Bolivia;2190
Biggar;52.0504;-107.9833;Canada;2192
Puerto Villamil;-0.9333;-91.0167;Ecuador;2200
Stanley;-51.7000;-57.8500;Falkland Islands (Islas Malvinas);2213
El Manteco;7.3504;-62.5333;Venezuela;2215
Mwenga;-3.0382;28.4325;Congo (Kinshasa);2216
Roura;4.7300;-52.3300;French Guiana;2229
Egvekinot;66.3221;-179.1837;Russia;2248
Egilsstadir;65.2674;-14.3950;Iceland;2265
Tolten;-39.2166;-73.2123;Chile;2293
Port Hardy;50.7171;-127.5000;Canada;2295
Muconda;-10.5996;21.3200;Angola;2324
Maltahohe;-24.8400;16.9400;Namibia;2329
Boffa;10.1850;-14.0430;Guinea;2332
Sohano;-5.4297;154.6711;Papua New Guinea;2338
Puerto San Julian;-49.3000;-67.7167;Argentina;2347
Jurado;7.1217;-77.7564;Colombia;2351
Queenstown;-42.0829;145.5500;Australia;2352
Dondo;-9.6900;14.4300;Angola;2353
Coroico;-16.1896;-67.7200;Bolivia;2361
Maria Elena;-22.3500;-69.6700;Chile;2370
Yuscaran;13.9440;-86.8510;Honduras;2371
Karungu;-0.8496;34.1500;Kenya;2376
El Dorado;6.7333;-61.6333;Venezuela;2383
Uspallata;-32.5931;-69.3460;Argentina;2390
Severo Kurilsk;50.6905;156.0850;Russia;2422
Baures;-13.5800;-63.5801;Bolivia;2422
Tarabuco;-19.1800;-64.9199;Bolivia;2428
Jose Batlle y Ordonez;-33.4700;-55.1200;Uruguay;2438
Palopo;-3.0999;120.2363;Indonesia;2444
Scottsdale;-41.1495;147.5167;Australia;2468
Rankin Inlet;62.8167;-92.0953;Canada;2472
Fuerte Olimpo;-21.0696;-57.9000;Paraguay;2475
Bourke;-30.1000;145.9333;Australia;2475
Maradah;29.2337;19.2166;Libya;2500
Nauta;-4.5700;-73.7800;Peru;2500
Mariscal Estigarribia;-22.0300;-60.6100;Paraguay;2500
Nelson House;55.8005;-98.8500;Canada;2500
Puerto Williams;-54.9333;-67.6167;Chile;2500
Nagchu;31.4800;92.0500;China;2500
Capitol Hill;15.2137;145.7546;Northern Mariana Islands;2500
Chokurdakh;70.6183;147.8946;Russia;2506
Donegal;54.6500;-8.1167;Ireland;2513
Baltasar Brum;-30.7300;-57.3200;Uruguay;2517
Gobernador Gregores;-48.7666;-70.2500;Argentina;2519
Isafjordur;66.0833;-23.1500;Iceland;2534
Provideniya;64.4235;-173.2258;Russia;2536
Athabasca;54.7170;-113.2666;Canada;2539
Huasco;-28.4696;-71.2200;Chile;2558
Garoowe;8.4000;48.5000;Somalia;2568
Mkokotoni;-5.8790;39.2600;Tanzania;2572
Chumbicha;-28.8666;-66.2333;Argentina;2572
Rivercess;5.4650;-9.5780;Liberia;2578
Bordertown;-36.3162;140.7666;Australia;2583
Rorvik;64.8680;11.2053;Norway;2615
Gimli;50.6333;-97.0000;Canada;2623
Burns Lake;54.2170;-125.7666;Canada;2635
Mistassini;50.4171;-73.8666;Canada;2645
Chapleau;47.8337;-83.4000;Canada;2663
Merredin;-31.4828;118.2667;Australia;2668
Saudarkrokur;65.7464;-19.6390;Iceland;2682
Entre Rios;-21.5300;-64.1900;Bolivia;2685
Aigua;-34.2000;-54.7500;Uruguay;2692
Tom Price;-22.6935;117.7931;Australia;2723
Barclayville;4.8000;-8.1667;Liberia;2733
Nuqui;5.6852;-77.2745;Colombia;2741
Saint-Georges;3.9105;-51.8100;French Guiana;2742
Hlatikulu;-27.0000;31.4167;Swaziland;2748
Kerewan;13.4940;-16.0950;Gambia, The;2751
Wallaroo;-33.9329;137.6333;Australia;2779
Ygatimi;-24.0796;-55.5000;Paraguay;2809
Kailu;43.5837;121.2000;China;2809
Mongbwalu;1.9504;30.0333;Congo (Kinshasa);2819
Weipa;-12.6666;141.8666;Australia;2830
Orocue;4.7946;-71.3400;Colombia;2835
Villalonga;-39.8829;-62.5833;Argentina;2838
Nautla;20.2166;-96.7834;Mexico;2890
Lillooet;50.6837;-121.9333;Canada;2893
Longreach;-23.4496;144.2500;Australia;2894
Padilla;-19.2996;-64.3100;Bolivia;2920
Pampa del Infierno;-26.5166;-61.1666;Argentina;2921
Samaipata;-18.1800;-63.7700;Bolivia;2926
Picton;-41.2805;174.0166;New Zealand;2928
General Conesa;-40.1000;-64.4333;Argentina;2958
Mabaruma;8.2000;-59.7800;Guyana;2972
Mandalgovi;45.7500;106.2660;Mongolia;2984
Saranpaul;64.2505;60.9700;Russia;2985
Lac La Biche;54.7719;-111.9647;Canada;2986
Qala i Naw;34.9830;63.1333;Afghanistan;2997
Port Douglas;-16.4846;145.4587;Australia;3000
San Lorenzo;-21.4799;-64.7700;Bolivia;3000
Taoudenni;22.6666;-3.9834;Mali;3019
Inuvik;68.3500;-133.7000;Canada;3022
Abai;-26.0296;-55.9400;Paraguay;3024
Charagua;-19.7996;-63.2200;Bolivia;3025
Central Coast;-33.4200;151.3000;Australia;3026
In Amguel;23.6939;5.1647;Algeria;3030
Arroyos y Esteros;-25.0500;-57.0900;Paraguay;3055
Clare;-33.8329;138.6000;Australia;3061
Ust Maya;60.4566;134.5433;Russia;3062
Hokitika;-42.7072;171.0100;New Zealand;3078
Buur Gaabo;-1.2009;41.8520;Somalia;3096
Anna Regina;7.2704;-58.5001;Guyana;3113
Shelburne;43.7656;-65.3194;Canada;3167
Mekambo;1.0171;13.9333;Gabon;3170
Sinnamary;5.3800;-52.9600;French Guiana;3180
Caballococha;-3.9163;-70.5083;Peru;3195
Khatanga;72.0411;102.4650;Russia;3205
Groningen;5.7970;-55.4810;Suriname;3216
Fort Chipewyan;58.7171;-111.1500;Canada;3222
Qaqortoq;60.7289;-46.0364;Greenland;3224
Louang Namtha;20.9500;101.4167;Laos;3225
La Paloma;-34.6700;-54.1700;Uruguay;3230
Zhigansk;66.7697;123.3711;Russia;3237
Hartford;43.6210;-96.9424;United States;3237
Turangi;-38.9889;175.8142;New Zealand;3240
Sebba;13.4364;0.5304;Burkina Faso;3273
Kirkenes;69.7250;30.0516;Norway;3282
Mopipi;-21.1795;24.8800;Botswana;3301
Bol;13.4590;14.7147;Chad;3303
Krasnogorsk;48.4615;142.0900;Russia;3304
Puerto Deseado;-47.7500;-65.9000;Argentina;3305
Vanhynsdorp;-31.6166;18.7333;South Africa;3331
Gander;48.9500;-54.5500;Canada;3345
Lukulu;-14.3896;23.2400;Zambia;3349
Ugolnye Kopi;64.7333;177.7000;Russia;3367
Bukachacha;52.9833;116.9166;Russia;3372
Kaberamaido;1.7389;33.1594;Uganda;3400
Darregueira;-37.6996;-63.1666;Argentina;3412
Magdalena;-13.2601;-64.0528;Bolivia;3445
Srednekolymsk;67.4500;153.7100;Russia;3459
